,DATE,LAT,LON,TC_PRESENCE,SSHS,NAME
123,1980-05-03,,,0,,
124,1980-05-04,,,0,,
125,1980-05-05,,,0,,
126,1980-05-06,,,0,,
127,1980-05-07,,,0,,
128,1980-05-08,,,0,,
129,1980-05-09,,,0,,
130,1980-05-10,,,0,,
131,1980-05-11,,,0,,
132,1980-05-12,,,0,,
133,1980-05-13,,,0,,
134,1980-05-14,,,0,,
135,1980-05-15,,,0,,
136,1980-05-16,,,0,,
137,1980-05-17,,,0,,
138,1980-05-18,,,0,,
139,1980-05-19,,,0,,
140,1980-05-20,,,0,,
141,1980-05-21,,,0,,
142,1980-05-22,,,0,,
143,1980-05-23,,,0,,
144,1980-05-24,,,0,,
145,1980-05-25,,,0,,
146,1980-05-26,,,0,,
147,1980-05-27,,,0,,
148,1980-05-28,,,0,,
149,1980-05-29,,,0,,
150,1980-05-30,,,0,,
151,1980-05-31,,,0,,
152,1980-06-01,,,0,,
153,1980-06-02,,,0,,
154,1980-06-03,,,0,,
155,1980-06-04,,,0,,
156,1980-06-05,,,0,,
157,1980-06-06,,,0,,
158,1980-06-07,,,0,,
159,1980-06-08,,,0,,
160,1980-06-09,,,0,,
161,1980-06-10,,,0,,
162,1980-06-11,,,0,,
163,1980-06-12,,,0,,
164,1980-06-13,,,0,,
165,1980-06-14,,,0,,
166,1980-06-15,,,0,,
167,1980-06-16,,,0,,
168,1980-06-17,,,0,,
169,1980-06-18,,,0,,
170,1980-06-19,,,0,,
171,1980-06-20,,,0,,
172,1980-06-21,,,0,,
173,1980-06-22,,,0,,
174,1980-06-23,,,0,,
175,1980-06-24,,,0,,
176,1980-06-25,,,0,,
177,1980-06-26,,,0,,
178,1980-06-27,,,0,,
179,1980-06-28,,,0,,
180,1980-06-29,,,0,,
181,1980-06-30,,,0,,
182,1980-07-01,,,0,,
183,1980-07-02,,,0,,
184,1980-07-03,,,0,,
185,1980-07-04,,,0,,
186,1980-07-05,,,0,,
187,1980-07-06,,,0,,
188,1980-07-07,,,0,,
189,1980-07-08,,,0,,
190,1980-07-09,,,0,,
191,1980-07-10,,,0,,
192,1980-07-11,,,0,,
193,1980-07-12,,,0,,
194,1980-07-13,,,0,,
195,1980-07-14,,,0,,
196,1980-07-15,,,0,,
197,1980-07-16,,,0,,
198,1980-07-17,,,0,,
199,1980-07-18,,,0,,
200,1980-07-19,,,0,,
201,1980-07-20,,,0,,
202,1980-07-21,,,0,,
203,1980-07-22,,,0,,
204,1980-07-23,,,0,,
205,1980-07-24,,,0,,
206,1980-07-25,,,0,,
207,1980-07-26,,,0,,
208,1980-07-27,,,0,,
209,1980-07-28,,,0,,
210,1980-07-29,,,0,,
211,1980-07-30,,,0,,
212,1980-07-31,,,0,,
213,1980-08-01,,,0,,
214,1980-08-02,,,0,,
215,1980-08-03,,,0,,
216,1980-08-04,,,0,,
217,1980-08-05,,,0,,
218,1980-08-06,,,0,,
219,1980-08-07,,,0,,
220,1980-08-08,,,0,,
221,1980-08-09,,,0,,
222,1980-08-10,,,0,,
223,1980-08-11,,,0,,
224,1980-08-12,,,0,,
225,1980-08-13,,,0,,
226,1980-08-14,,,0,,
227,1980-08-15,,,0,,
228,1980-08-16,,,0,,
229,1980-08-17,,,0,,
230,1980-08-18,,,0,,
231,1980-08-19,,,0,,
232,1980-08-20,,,0,,
233,1980-08-21,,,0,,
234,1980-08-22,,,0,,
235,1980-08-23,,,0,,
236,1980-08-24,,,0,,
237,1980-08-25,,,0,,
238,1980-08-26,,,0,,
239,1980-08-27,,,0,,
240,1980-08-28,,,0,,
241,1980-08-29,,,0,,
242,1980-08-30,,,0,,
243,1980-08-31,,,0,,
244,1980-09-01,,,0,,
245,1980-09-02,,,0,,
246,1980-09-03,,,0,,
247,1980-09-04,,,0,,
248,1980-09-05,,,0,,
249,1980-09-06,,,0,,
250,1980-09-07,,,0,,
251,1980-09-08,,,0,,
252,1980-09-09,,,0,,
253,1980-09-10,,,0,,
254,1980-09-11,,,0,,
255,1980-09-12,,,0,,
256,1980-09-13,,,0,,
257,1980-09-14,,,0,,
258,1980-09-15,,,0,,
259,1980-09-16,,,0,,
260,1980-09-17,,,0,,
261,1980-09-18,,,0,,
262,1980-09-19,,,0,,
263,1980-09-20,,,0,,
264,1980-09-21,,,0,,
265,1980-09-22,,,0,,
266,1980-09-23,,,0,,
267,1980-09-24,,,0,,
268,1980-09-25,,,0,,
269,1980-09-26,,,0,,
270,1980-09-27,,,0,,
271,1980-09-28,,,0,,
272,1980-09-29,,,0,,
273,1980-09-30,,,0,,
274,1980-10-01,,,0,,
275,1980-10-02,,,0,,
276,1980-10-03,,,0,,
277,1980-10-04,,,0,,
278,1980-10-05,,,0,,
279,1980-10-06,,,0,,
280,1980-10-07,,,0,,
281,1980-10-08,,,0,,
282,1980-10-09,,,0,,
283,1980-10-10,,,0,,
284,1980-10-11,,,0,,
285,1980-10-12,,,0,,
286,1980-10-13,,,0,,
287,1980-10-14,,,0,,
288,1980-10-15,,,0,,
289,1980-10-16,,,0,,
290,1980-10-17,,,0,,
291,1980-10-18,,,0,,
292,1980-10-19,,,0,,
293,1980-10-20,,,0,,
294,1980-10-21,,,0,,
295,1980-10-22,,,0,,
296,1980-10-23,,,0,,
297,1980-10-24,,,0,,
298,1980-10-25,,,0,,
299,1980-10-26,,,0,,
300,1980-10-27,,,0,,
301,1980-10-28,,,0,,
302,1980-10-29,,,0,,
303,1980-10-30,,,0,,
304,1980-10-31,,,0,,
305,1980-11-01,,,0,,
306,1980-11-02,,,0,,
307,1980-11-03,,,0,,
308,1980-11-04,,,0,,
309,1980-11-05,,,0,,
310,1980-11-06,,,0,,
311,1980-11-07,-10.3032,89.565,1,-5.0,ADELAIDE:ALICE
312,1980-11-08,-10.842875000000001,86.71976249999999,1,-5.0,ADELAIDE:ALICE
313,1980-11-09,-11.646675,83.08522500000001,1,-5.0,ADELAIDE:ALICE
314,1980-11-10,-12.7440125,80.66661249999999,1,-5.0,ADELAIDE:ALICE
315,1980-11-11,-13.779375,79.0094,1,-5.0,ADELAIDE:ALICE
316,1980-11-12,-13.2756875,75.99532500000001,1,-5.0,ADELAIDE:ALICE
317,1980-11-13,-10.3293125,71.2875375,1,-5.0,ADELAIDE:ALICE
318,1980-11-14,-8.999003333333334,66.20096666666667,1,-5.0,ADELAIDE:ALICE
319,1980-11-15,,,0,,
320,1980-11-16,,,0,,
321,1980-11-17,,,0,,
322,1980-11-18,,,0,,
323,1980-11-19,,,0,,
324,1980-11-20,,,0,,
325,1980-11-21,,,0,,
326,1980-11-22,-9.034566666666665,80.41928333333333,1,-5.0,BETTINA
327,1980-11-23,-9.77934875,77.00261250000001,1,-5.0,BETTINA
328,1980-11-24,-11.003725000000001,73.5727125,1,-5.0,BETTINA
329,1980-11-25,-12.1872125,69.1213125,1,-5.0,BETTINA
330,1980-11-26,-12.450487499999998,63.927262500000005,1,-5.0,BETTINA
331,1980-11-27,-10.49789142857143,70.81932142857143,1,-5.0,BETTINA
332,1980-11-28,-10.101625625,69.26276875,1,-5.0,BETTINA
333,1980-11-29,-10.733160625,66.6246,1,-5.0,BETTINA
334,1980-11-30,-12.101822222222221,82.2827,1,-5.0,BETTINA
335,1980-12-01,-13.675937500000002,86.15905,1,-5.0,BERT:CHRISTE
336,1980-12-02,-15.0293,84.25466250000001,1,-5.0,BERT:CHRISTE
337,1980-12-03,-16.736987499999998,80.52701250000001,1,-5.0,BERT:CHRISTE
338,1980-12-04,-16.9628375,76.5326625,1,-5.0,BERT:CHRISTE
339,1980-12-05,-15.8997,70.68925,1,-5.0,BERT:CHRISTE
340,1980-12-06,-14.2929125,63.5435625,1,-5.0,BERT:CHRISTE
341,1980-12-07,-16.4143,57.642700000000005,1,-5.0,BERT:CHRISTE
342,1980-12-08,-17.394075,52.04535,1,-5.0,BERT:CHRISTE
343,1980-12-09,-18.68634,49.14026,1,-5.0,BERT:CHRISTE
344,1980-12-10,,,0,,
345,1980-12-11,,,0,,
346,1980-12-12,,,0,,
347,1980-12-13,,,0,,
348,1980-12-14,,,0,,
349,1980-12-15,,,0,,
350,1980-12-16,,,0,,
351,1980-12-17,-13.562800000000003,58.671522222222215,1,-5.0,DIANA
352,1980-12-18,-14.059050000000003,56.584487499999994,1,-5.0,DIANA
353,1980-12-19,-13.797979999999999,55.741200000000006,1,-5.0,DIANA
354,1980-12-20,,,0,,
355,1980-12-21,,,0,,
356,1980-12-22,-16.08735,89.004875,1,-5.0,CAROL
357,1980-12-23,-14.5739625,85.30130000000001,1,-5.0,CAROL
358,1980-12-24,-14.953039999999998,80.39906,1,-5.0,CAROL
359,1980-12-25,,,0,,
360,1980-12-26,,,0,,
361,1980-12-27,,,0,,
362,1980-12-28,,,0,,
363,1980-12-29,,,0,,
364,1980-12-30,,,0,,
365,1980-12-31,,,0,,
366,1981-01-01,,,0,,
367,1981-01-02,,,0,,
368,1981-01-03,-11.03875,59.4258,1,-5.0,FLORINE
369,1981-01-04,-11.315825,60.50742499999999,1,-1.0,FLORINE
370,1981-01-05,-14.644683333333333,60.87551666666667,1,0.0,FLORINE
371,1981-01-06,-18.256966666666667,57.414433333333335,1,2.0,FLORINE
372,1981-01-07,-19.92396,56.24811999999999,1,3.0,FLORINE
373,1981-01-08,,,0,,
374,1981-01-09,,,0,,
375,1981-01-10,,,0,,
376,1981-01-11,,,0,,
377,1981-01-12,,,0,,
378,1981-01-13,,,0,,
379,1981-01-14,-9.789265,78.386775,1,-1.0,GAELLE
380,1981-01-15,-12.5,79.5818,1,0.0,GAELLE
381,1981-01-16,-14.1597875,79.7401125,1,0.0,GAELLE
382,1981-01-17,-16.17006,79.37026,1,0.0,GAELLE
383,1981-01-18,-17.7,78.5,1,-1.0,GAELLE
384,1981-01-19,-16.379025,73.718175,1,-5.0,GAELLE
385,1981-01-20,-15.359166666666667,69.63153333333334,1,-5.0,GAELLE
386,1981-01-21,,,0,,
387,1981-01-22,,,0,,
388,1981-01-23,,,0,,
389,1981-01-24,,,0,,
390,1981-01-25,,,0,,
391,1981-01-26,,,0,,
392,1981-01-27,,,0,,
393,1981-01-28,-12.5269375,69.2121625,1,-1.0,HELYETTE
394,1981-01-29,-15.759,69.12030000000001,1,0.0,HELYETTE
395,1981-01-30,-17.909,67.003775,1,0.0,HELYETTE
396,1981-01-31,-18.775,64.525,1,0.0,HELYETTE
397,1981-02-01,-21.053800000000003,56.40861428571429,1,-1.0,HELYETTE
398,1981-02-02,,,0,,
399,1981-02-03,,,0,,
400,1981-02-04,,,0,,
401,1981-02-05,,,0,,
402,1981-02-06,,,0,,
403,1981-02-07,,,0,,
404,1981-02-08,,,0,,
405,1981-02-09,,,0,,
406,1981-02-10,,,0,,
407,1981-02-11,,,0,,
408,1981-02-12,,,0,,
409,1981-02-13,,,0,,
410,1981-02-14,,,0,,
411,1981-02-15,,,0,,
412,1981-02-16,-12.3999,53.918899999999994,1,-1.0,IADINE
413,1981-02-17,-12.75015,49.14445,1,0.0,IADINE
414,1981-02-18,-13.418999999999999,46.58721428571429,1,0.0,IADINE
415,1981-02-19,,,0,,
416,1981-02-20,,,0,,
417,1981-02-21,-18.5812,45.1475,1,0.0,IADINE
418,1981-02-22,-21.7861,47.978224999999995,1,-1.0,IADINE
419,1981-02-23,,,0,,
420,1981-02-24,,,0,,
421,1981-02-25,,,0,,
422,1981-02-26,,,0,,
423,1981-02-27,,,0,,
424,1981-02-28,,,0,,
425,1981-03-01,-21.7597,47.251075,1,-1.0,JOHANNE
426,1981-03-02,-20.627825,47.879312500000005,1,-1.0,JOHANNE
427,1981-03-03,-19.028975,49.41815,1,-1.0,JOHANNE
428,1981-03-04,-17.6627375,52.2069875,1,-1.0,JOHANNE
429,1981-03-05,-19.817475,54.815225,1,0.0,JOHANNE
430,1981-03-06,-21.43372,56.844939999999994,1,0.0,JOHANNE
431,1981-03-07,,,0,,
432,1981-03-08,,,0,,
433,1981-03-09,,,0,,
434,1981-03-10,,,0,,
435,1981-03-11,,,0,,
436,1981-03-12,,,0,,
437,1981-03-13,,,0,,
438,1981-03-14,,,0,,
439,1981-03-15,,,0,,
440,1981-03-16,,,0,,
441,1981-03-17,,,0,,
442,1981-03-18,,,0,,
443,1981-03-19,,,0,,
444,1981-03-20,,,0,,
445,1981-03-21,,,0,,
446,1981-03-22,,,0,,
447,1981-03-23,,,0,,
448,1981-03-24,,,0,,
449,1981-03-25,,,0,,
450,1981-03-26,,,0,,
451,1981-03-27,,,0,,
452,1981-03-28,-8.042805,56.811499999999995,1,-1.0,KLARA
453,1981-03-29,-9.91949125,56.25229999999999,1,-1.0,KLARA
454,1981-03-30,-12.217649999999999,55.24132500000001,1,-1.0,KLARA
455,1981-03-31,-14.088887499999998,54.720949999999995,1,-1.0,KLARA
456,1981-04-01,-15.862849999999998,53.236625000000004,1,0.0,KLARA
457,1981-04-02,-17.307675,51.277649999999994,1,0.0,KLARA
458,1981-04-03,-20.406350000000003,49.115583333333326,1,0.0,KLARA
459,1981-04-04,,,0,,
460,1981-04-05,,,0,,
461,1981-04-06,-14.644824999999999,59.22758749999999,1,-1.0,LISA
462,1981-04-07,-14.9891125,60.990662500000006,1,-1.0,LISA
463,1981-04-08,-16.756050000000002,59.921400000000006,1,0.0,LISA
464,1981-04-09,-12.359,89.86415,1,2.0,OLGA
465,1981-04-10,-15.491600000000002,88.603575,1,4.0,OLGA
466,1981-04-11,-16.9,87.7,1,4.0,OLGA
467,1981-04-12,-22.05,87.15,1,1.0,OLGA
468,1981-04-13,-16.793957142857142,58.91294285714286,1,0.0,LISA
469,1981-04-14,-15.916479999999998,57.507819999999995,1,-1.0,LISA
470,1981-04-15,-16.381875,56.377225,1,-5.0,LISA
471,1981-04-16,-16.2,56.4,1,-5.0,LISA
472,1981-04-17,,,0,,
473,1981-04-18,,,0,,
474,1981-04-19,,,0,,
475,1981-04-20,,,0,,
476,1981-04-21,,,0,,
477,1981-04-22,,,0,,
478,1981-04-23,,,0,,
479,1981-04-24,,,0,,
480,1981-04-25,,,0,,
481,1981-04-26,,,0,,
482,1981-04-27,,,0,,
483,1981-04-28,,,0,,
484,1981-04-29,,,0,,
485,1981-04-30,,,0,,
486,1981-05-01,,,0,,
487,1981-05-02,,,0,,
488,1981-05-03,,,0,,
489,1981-05-04,,,0,,
490,1981-05-05,,,0,,
491,1981-05-06,,,0,,
492,1981-05-07,,,0,,
493,1981-05-08,,,0,,
494,1981-05-09,,,0,,
495,1981-05-10,,,0,,
496,1981-05-11,,,0,,
497,1981-05-12,,,0,,
498,1981-05-13,,,0,,
499,1981-05-14,,,0,,
500,1981-05-15,,,0,,
501,1981-05-16,,,0,,
502,1981-05-17,,,0,,
503,1981-05-18,,,0,,
504,1981-05-19,,,0,,
505,1981-05-20,,,0,,
506,1981-05-21,,,0,,
507,1981-05-22,,,0,,
508,1981-05-23,,,0,,
509,1981-05-24,-7.9846775,89.719325,1,-1.0,PADDY
510,1981-05-25,,,0,,
511,1981-05-26,,,0,,
512,1981-05-27,,,0,,
513,1981-05-28,,,0,,
514,1981-05-29,,,0,,
515,1981-05-30,,,0,,
516,1981-05-31,,,0,,
517,1981-06-01,,,0,,
518,1981-06-02,,,0,,
519,1981-06-03,,,0,,
520,1981-06-04,,,0,,
521,1981-06-05,,,0,,
522,1981-06-06,,,0,,
523,1981-06-07,,,0,,
524,1981-06-08,,,0,,
525,1981-06-09,,,0,,
526,1981-06-10,,,0,,
527,1981-06-11,,,0,,
528,1981-06-12,,,0,,
529,1981-06-13,,,0,,
530,1981-06-14,,,0,,
531,1981-06-15,,,0,,
532,1981-06-16,,,0,,
533,1981-06-17,,,0,,
534,1981-06-18,,,0,,
535,1981-06-19,,,0,,
536,1981-06-20,,,0,,
537,1981-06-21,,,0,,
538,1981-06-22,,,0,,
539,1981-06-23,,,0,,
540,1981-06-24,,,0,,
541,1981-06-25,,,0,,
542,1981-06-26,,,0,,
543,1981-06-27,,,0,,
544,1981-06-28,,,0,,
545,1981-06-29,,,0,,
546,1981-06-30,,,0,,
547,1981-07-01,,,0,,
548,1981-07-02,,,0,,
549,1981-07-03,,,0,,
550,1981-07-04,,,0,,
551,1981-07-05,,,0,,
552,1981-07-06,,,0,,
553,1981-07-07,,,0,,
554,1981-07-08,,,0,,
555,1981-07-09,,,0,,
556,1981-07-10,,,0,,
557,1981-07-11,,,0,,
558,1981-07-12,,,0,,
559,1981-07-13,,,0,,
560,1981-07-14,,,0,,
561,1981-07-15,,,0,,
562,1981-07-16,,,0,,
563,1981-07-17,,,0,,
564,1981-07-18,,,0,,
565,1981-07-19,,,0,,
566,1981-07-20,,,0,,
567,1981-07-21,,,0,,
568,1981-07-22,,,0,,
569,1981-07-23,,,0,,
570,1981-07-24,,,0,,
571,1981-07-25,-11.643899999999999,86.479225,1,-1.0,NOT_NAMED
572,1981-07-26,-10.579012500000001,85.99676249999999,1,-1.0,NOT_NAMED
573,1981-07-27,-10.617225,85.00506250000001,1,-1.0,NOT_NAMED
574,1981-07-28,-12.03582,84.70293999999998,1,-1.0,NOT_NAMED
575,1981-07-29,,,0,,
576,1981-07-30,,,0,,
577,1981-07-31,,,0,,
578,1981-08-01,,,0,,
579,1981-08-02,,,0,,
580,1981-08-03,,,0,,
581,1981-08-04,,,0,,
582,1981-08-05,,,0,,
583,1981-08-06,,,0,,
584,1981-08-07,,,0,,
585,1981-08-08,,,0,,
586,1981-08-09,,,0,,
587,1981-08-10,,,0,,
588,1981-08-11,,,0,,
589,1981-08-12,,,0,,
590,1981-08-13,,,0,,
591,1981-08-14,,,0,,
592,1981-08-15,,,0,,
593,1981-08-16,,,0,,
594,1981-08-17,,,0,,
595,1981-08-18,,,0,,
596,1981-08-19,,,0,,
597,1981-08-20,,,0,,
598,1981-08-21,,,0,,
599,1981-08-22,,,0,,
600,1981-08-23,,,0,,
601,1981-08-24,,,0,,
602,1981-08-25,,,0,,
603,1981-08-26,,,0,,
604,1981-08-27,,,0,,
605,1981-08-28,,,0,,
606,1981-08-29,,,0,,
607,1981-08-30,,,0,,
608,1981-08-31,,,0,,
609,1981-09-01,,,0,,
610,1981-09-02,,,0,,
611,1981-09-03,,,0,,
612,1981-09-04,,,0,,
613,1981-09-05,,,0,,
614,1981-09-06,,,0,,
615,1981-09-07,,,0,,
616,1981-09-08,,,0,,
617,1981-09-09,,,0,,
618,1981-09-10,,,0,,
619,1981-09-11,,,0,,
620,1981-09-12,,,0,,
621,1981-09-13,,,0,,
622,1981-09-14,,,0,,
623,1981-09-15,,,0,,
624,1981-09-16,,,0,,
625,1981-09-17,,,0,,
626,1981-09-18,,,0,,
627,1981-09-19,,,0,,
628,1981-09-20,,,0,,
629,1981-09-21,,,0,,
630,1981-09-22,,,0,,
631,1981-09-23,,,0,,
632,1981-09-24,,,0,,
633,1981-09-25,,,0,,
634,1981-09-26,,,0,,
635,1981-09-27,,,0,,
636,1981-09-28,,,0,,
637,1981-09-29,,,0,,
638,1981-09-30,,,0,,
639,1981-10-01,,,0,,
640,1981-10-02,,,0,,
641,1981-10-03,,,0,,
642,1981-10-04,,,0,,
643,1981-10-05,,,0,,
644,1981-10-06,,,0,,
645,1981-10-07,,,0,,
646,1981-10-08,,,0,,
647,1981-10-09,,,0,,
648,1981-10-10,,,0,,
649,1981-10-11,,,0,,
650,1981-10-12,,,0,,
651,1981-10-13,,,0,,
652,1981-10-14,,,0,,
653,1981-10-15,,,0,,
654,1981-10-16,,,0,,
655,1981-10-17,,,0,,
656,1981-10-18,,,0,,
657,1981-10-19,,,0,,
658,1981-10-20,,,0,,
659,1981-10-21,-8.339375,84.763375,1,0.0,ALEX
660,1981-10-22,-10.5954,85.4047,1,1.0,ALEX
661,1981-10-23,-13.015699999999999,85.25577999999999,1,2.0,ALEX
662,1981-10-24,-14.73605,84.70358999999999,1,2.0,ALEX
663,1981-10-25,-16.038325,83.80015,1,2.0,ALEX
664,1981-10-26,-17.59494,83.27698000000001,1,1.0,ALEX
665,1981-10-27,-19.228275,81.077725,1,0.0,ALEX
666,1981-10-28,,,0,,
667,1981-10-29,,,0,,
668,1981-10-30,,,0,,
669,1981-10-31,,,0,,
670,1981-11-01,,,0,,
671,1981-11-02,,,0,,
672,1981-11-03,,,0,,
673,1981-11-04,-10.22755,89.28915,1,0.0,NOT_NAMED
674,1981-11-05,-8.692757,86.37532999999999,1,0.0,NOT_NAMED
675,1981-11-06,-10.08823125,88.02367500000001,1,0.0,ARMELLE:BESSI
676,1981-11-07,-12.265,87.115,1,1.0,NOT_NAMED
677,1981-11-08,-12.4566625,86.131625,1,1.0,ARMELLE:BESSI
678,1981-11-09,-11.892833333333336,83.5607,1,1.0,ARMELLE:BESSI
679,1981-11-10,-10.40063,82.33921000000001,1,0.0,ARMELLE:BESSI
680,1981-11-11,-10.924675,80.0749375,1,0.0,ARMELLE:BESSI
681,1981-11-12,-10.915175,77.96436250000001,1,-5.0,ARMELLE:BESSI
682,1981-11-13,-11.5475,76.722375,1,-5.0,ARMELLE:BESSI
683,1981-11-14,-14.009812500000002,75.12044999999999,1,-5.0,ARMELLE:BESSI
684,1981-11-15,-14.5306125,73.5424875,1,-5.0,ARMELLE:BESSI
685,1981-11-16,-13.977462500000001,70.2778375,1,-5.0,ARMELLE:BESSI
686,1981-11-17,-13.799012499999998,66.2904875,1,-5.0,ARMELLE:BESSI
687,1981-11-18,-13.799949999999999,62.811099999999996,1,-5.0,ARMELLE:BESSI
688,1981-11-19,-13.591150000000003,59.2053125,1,-5.0,ARMELLE:BESSI
689,1981-11-20,-13.099433333333332,55.15663333333333,1,-5.0,ARMELLE:BESSI
690,1981-11-21,,,0,,
691,1981-11-22,,,0,,
692,1981-11-23,,,0,,
693,1981-11-24,,,0,,
694,1981-11-25,,,0,,
695,1981-11-26,,,0,,
696,1981-11-27,,,0,,
697,1981-11-28,,,0,,
